"order_id";"order_date";"ship_mode";"segment";"country";"city";"state";"postal_code";"region";"sub_category";"product_id";"cost_price";"list_price";"quantity";"discount_percent";"category_Office Supplies";"category_Technology";"sales";"order_month";"order_day";"order_weekday";"order_hour";"log_sales";"profit"
8135;"2022-11-15 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90008;"West";"Paper";"OFF-PA-10001970";30;40;3;3;1;0;120;11;15;1;0;4.795790545596741;10
8136;"2022-04-22 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90008;"West";"Labels";"OFF-LA-10002762";70;90;7;3;1;0;630;4;22;4;0;6.447305862541213;20
8137;"2023-01-09 00:00:00";"Standard Class";"Corporate";"United States";"Lakeland";"Florida";33801;"South";"Tables";"FUR-TA-10002533";480;560;7;4;0;0;3920;1;9;0;0;8.27410200229233;80
8138;"2023-05-24 00:00:00";"Standard Class";"Home Office";"United States";"New York City";"New York";10035;"East";"Furnishings";"FUR-FU-10004091";60;60;9;3;0;0;540;5;24;2;0;6.293419278846481;0
8139;"2023-10-07 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19140;"East";"Art";"OFF-AR-10001545";10;10;8;5;1;0;80;10;7;5;0;4.394449154672439;0
8140;"2022-10-26 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19140;"East";"Storage";"OFF-ST-10001476";230;280;10;2;1;0;2800;10;26;2;0;7.937731775260109;50
8141;"2023-12-10 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19140;"East";"Paper";"OFF-PA-10004971";20;20;4;5;1;0;80;12;10;6;0;4.394449154672439;0
8142;"2023-05-07 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92037;"West";"Labels";"OFF-LA-10003223";10;10;3;5;1;0;30;5;7;6;0;3.4339872044851463;0
8143;"2022-08-06 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92037;"West";"Storage";"OFF-ST-10004340";160;190;3;5;1;0;570;8;6;5;0;6.3473892096560105;30
8144;"2023-03-18 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92037;"West";"Tables";"FUR-TA-10001095";480;560;4;5;0;0;2240;3;18;5;0;7.714677473800927;80
8145;"2023-12-28 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92037;"West";"Phones";"TEC-PH-10001448";150;160;4;2;0;1;640;12;28;3;0;6.46302945692067;10
8146;"2023-03-20 00:00:00";"Standard Class";"Consumer";"United States";"Lawton";"Oklahoma";73505;"Central";"Appliances";"OFF-AP-10001005";390;470;6;4;1;0;2820;3;20;0;0;7.944846711001996;80
8147;"2023-12-29 00:00:00";"Standard Class";"Consumer";"United States";"Lawton";"Oklahoma";73505;"Central";"Art";"OFF-AR-10003469";0;0;2;2;1;0;0;12;29;4;0;0.0;0
8148;"2023-06-08 00:00:00";"Standard Class";"Consumer";"United States";"Salem";"Virginia";24153;"South";"Paper";"OFF-PA-10000249";40;50;4;2;1;0;200;6;8;3;0;5.303304908059076;10
8149;"2022-09-10 00:00:00";"Standard Class";"Home Office";"United States";"Santa Ana";"California";92704;"West";"Labels";"OFF-LA-10001613";20;20;7;4;1;0;140;9;10;5;0;4.948759890378168;0
8150;"2022-10-28 00:00:00";"First Class";"Corporate";"United States";"Rapid City";"South Dakota";57701;"Central";"Binders";"OFF-BI-10001758";10;10;2;5;1;0;20;10;28;4;0;3.044522437723423;0
8151;"2023-11-22 00:00:00";"First Class";"Corporate";"United States";"Rapid City";"South Dakota";57701;"Central";"Bookcases";"FUR-BO-10004409";130;140;2;2;0;0;280;11;22;2;0;5.638354669333745;10
8152;"2022-04-09 00:00:00";"First Class";"Consumer";"United States";"Seattle";"Washington";98115;"West";"Storage";"OFF-ST-10001558";30;30;2;3;1;0;60;4;9;5;0;4.110873864173311;0
8153;"2023-07-24 00:00:00";"First Class";"Consumer";"United States";"Seattle";"Washington";98115;"West";"Paper";"OFF-PA-10002986";20;20;3;2;1;0;60;7;24;0;0;4.110873864173311;0
8154;"2022-10-25 00:00:00";"First Class";"Consumer";"United States";"Seattle";"Washington";98115;"West";"Copiers";"TEC-CO-10004722";13020;14000;4;4;0;1;56000;10;25;1;0;10.933124826700707;980
8155;"2022-06-23 00:00:00";"Standard Class";"Consumer";"United States";"Middletown";"Connecticut";6457;"East";"Accessories";"TEC-AC-10002842";220;240;2;2;0;1;480;6;23;3;0;6.175867270105761;20
8156;"2022-07-13 00:00:00";"Standard Class";"Consumer";"United States";"Middletown";"Connecticut";6457;"East";"Paper";"OFF-PA-10001125";60;60;2;3;1;0;120;7;13;2;0;4.795790545596741;0
8157;"2023-12-16 00:00:00";"Standard Class";"Consumer";"United States";"Baltimore";"Maryland";21215;"East";"Tables";"FUR-TA-10002622";220;240;2;4;0;0;480;12;16;5;0;6.175867270105761;20
8158;"2023-08-23 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Accessories";"TEC-AC-10002842";500;600;5;3;0;1;3000;8;23;2;0;8.006700845440367;100
8159;"2022-10-21 00:00:00";"Standard Class";"Corporate";"United States";"Odessa";"Texas";79762;"Central";"Paper";"OFF-PA-10004285";20;20;3;3;1;0;60;10;21;4;0;4.110873864173311;0
8160;"2022-04-20 00:00:00";"Standard Class";"Home Office";"United States";"Milford";"Connecticut";6460;"East";"Accessories";"TEC-AC-10004469";160;200;5;2;0;1;1000;4;20;2;0;6.90875477931522;40
8161;"2023-03-24 00:00:00";"Standard Class";"Consumer";"United States";"Belleville";"New Jersey";7109;"East";"Chairs";"FUR-CH-10001545";220;230;2;4;0;0;460;3;24;4;0;6.133398042996649;10
8162;"2023-11-08 00:00:00";"Second Class";"Consumer";"United States";"New York City";"New York";10035;"East";"Appliances";"OFF-AP-10002578";240;290;6;3;1;0;1740;11;8;2;0;7.462214939768189;50
8163;"2022-04-12 00:00:00";"Second Class";"Consumer";"United States";"New York City";"New York";10035;"East";"Phones";"TEC-PH-10003012";290;310;2;5;0;1;620;4;12;1;0;6.431331081933479;20
8164;"2023-08-04 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Furnishings";"FUR-FU-10004909";90;100;6;4;0;0;600;8;4;4;0;6.398594934535208;10
8165;"2022-01-31 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Binders";"OFF-BI-10001524";100;120;7;5;1;0;840;1;31;0;0;6.734591659972948;20
8166;"2023-06-28 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Binders";"OFF-BI-10003355";10;10;3;2;1;0;30;6;28;2;0;3.4339872044851463;0
8167;"2023-02-04 00:00:00";"Standard Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Bookcases";"FUR-BO-10004357";460;510;3;2;0;0;1530;2;4;5;0;7.333676395657684;50
8168;"2023-05-16 00:00:00";"Standard Class";"Corporate";"United States";"San Francisco";"California";94122;"West";"Tables";"FUR-TA-10002774";800;860;7;4;0;0;6020;5;16;1;0;8.703008637464448;60
8169;"2023-02-05 00:00:00";"Standard Class";"Home Office";"United States";"Seattle";"Washington";98105;"West";"Tables";"FUR-TA-10004575";1670;2040;7;2;0;0;14280;2;5;6;0;9.566685261452934;370
8170;"2022-05-07 00:00:00";"Standard Class";"Home Office";"United States";"Seattle";"Washington";98105;"West";"Chairs";"FUR-CH-10003312";400;450;2;2;0;0;900;5;7;5;0;6.803505257608338;50
8171;"2022-03-28 00:00:00";"Standard Class";"Home Office";"United States";"Seattle";"Washington";98105;"West";"Accessories";"TEC-AC-10001465";90;110;3;2;0;1;330;3;28;0;0;5.802118375377063;20
8172;"2023-07-10 00:00:00";"Standard Class";"Consumer";"United States";"Jackson";"Mississippi";39212;"South";"Art";"OFF-AR-10002240";240;260;7;4;1;0;1820;7;10;0;0;7.507141079727608;20
8173;"2023-11-13 00:00:00";"Standard Class";"Home Office";"United States";"Los Angeles";"California";90049;"West";"Labels";"OFF-LA-10004559";0;0;1;4;1;0;0;11;13;0;0;0.0;0
8174;"2023-01-21 00:00:00";"Standard Class";"Home Office";"United States";"Los Angeles";"California";90049;"West";"Binders";"OFF-BI-10003291";30;40;6;5;1;0;240;1;21;5;0;5.484796933490655;10
8175;"2022-06-02 00:00:00";"Standard Class";"Home Office";"United States";"Los Angeles";"California";90049;"West";"Storage";"OFF-ST-10001505";20;20;4;2;1;0;80;6;2;3;0;4.394449154672439;0
8176;"2022-03-26 00:00:00";"Standard Class";"Corporate";"United States";"Chicago";"Illinois";60623;"Central";"Paper";"OFF-PA-10003892";130;160;4;5;1;0;640;3;26;5;0;6.46302945692067;30
8177;"2022-12-21 00:00:00";"First Class";"Home Office";"United States";"New York City";"New York";10035;"East";"Storage";"OFF-ST-10002370";110;130;6;4;1;0;780;12;21;2;0;6.660575149839686;20
8178;"2022-07-20 00:00:00";"First Class";"Consumer";"United States";"Los Angeles";"California";90008;"West";"Accessories";"TEC-AC-10000474";400;470;5;4;0;1;2350;7;20;2;0;7.762596048540069;70
8179;"2022-10-31 00:00:00";"Standard Class";"Consumer";"United States";"Des Moines";"Washington";98198;"West";"Copiers";"TEC-CO-10002095";870;1000;2;3;0;1;2000;10;31;0;0;7.601402334583733;130
8180;"2023-02-06 00:00:00";"Standard Class";"Consumer";"United States";"Springfield";"Oregon";97477;"West";"Tables";"FUR-TA-10003469";260;280;4;5;0;0;1120;2;6;0;0;7.02197642307216;20
8181;"2022-01-14 00:00:00";"Standard Class";"Consumer";"United States";"Philadelphia";"Pennsylvania";19120;"East";"Tables";"FUR-TA-10002958";1150;1250;8;4;0;0;10000;1;14;4;0;9.210440366976517;100
8182;"2022-08-06 00:00:00";"Standard Class";"Consumer";"United States";"Philadelphia";"Pennsylvania";19120;"East";"Phones";"TEC-PH-10002923";100;110;5;2;0;1;550;8;6;5;0;6.311734809152915;10
8183;"2023-07-24 00:00:00";"Standard Class";"Corporate";"United States";"Chicago";"Illinois";60653;"Central";"Furnishings";"FUR-FU-10004973";20;20;3;4;0;0;60;7;24;0;0;4.110873864173311;0
8184;"2022-06-29 00:00:00";"Standard Class";"Corporate";"United States";"Chicago";"Illinois";60653;"Central";"Furnishings";"FUR-FU-10001918";0;0;1;4;0;0;0;6;29;2;0;0.0;0
8185;"2023-08-17 00:00:00";"Standard Class";"Corporate";"United States";"Chicago";"Illinois";60623;"Central";"Paper";"OFF-PA-10003641";50;60;3;4;1;0;180;8;17;3;0;5.198497031265826;10
8186;"2022-11-04 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60623;"Central";"Envelopes";"OFF-EN-10002621";10;10;1;4;1;0;10;11;4;4;0;2.3978952727983707;0
8187;"2023-02-10 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60623;"Central";"Chairs";"FUR-CH-10003817";150;170;4;4;0;0;680;2;10;4;0;6.523562306149512;20
8188;"2022-12-02 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Paper";"OFF-PA-10000659";50;60;9;5;1;0;540;12;2;4;0;6.293419278846481;10
8189;"2022-01-10 00:00:00";"Second Class";"Consumer";"United States";"Rockville";"Maryland";20852;"East";"Paper";"OFF-PA-10001870";20;20;3;2;1;0;60;1;10;0;0;4.110873864173311;0
8190;"2022-04-27 00:00:00";"Second Class";"Consumer";"United States";"Rockville";"Maryland";20852;"East";"Binders";"OFF-BI-10000320";10;10;1;4;1;0;10;4;27;2;0;2.3978952727983707;0
8191;"2023-02-09 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Paper";"OFF-PA-10004735";40;40;6;3;1;0;240;2;9;3;0;5.484796933490655;0
8192;"2022-06-02 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Furnishings";"FUR-FU-10004091";170;190;4;5;0;0;760;6;2;3;0;6.634633357861686;20
8193;"2022-07-22 00:00:00";"First Class";"Consumer";"United States";"Durham";"North Carolina";27707;"South";"Binders";"OFF-BI-10000546";10;10;7;3;1;0;70;7;22;4;0;4.2626798770413155;0
8194;"2023-01-29 00:00:00";"First Class";"Consumer";"United States";"Durham";"North Carolina";27707;"South";"Appliances";"OFF-AP-10001293";80;100;3;5;1;0;300;1;29;6;0;5.707110264748875;20
8195;"2022-12-02 00:00:00";"First Class";"Consumer";"United States";"Durham";"North Carolina";27707;"South";"Furnishings";"FUR-FU-10000576";280;340;2;4;0;0;680;12;2;4;0;6.523562306149512;60
8196;"2022-09-03 00:00:00";"Second Class";"Corporate";"United States";"Santa Barbara";"California";93101;"West";"Paper";"OFF-PA-10004519";10;10;2;3;1;0;20;9;3;5;0;3.044522437723423;0
8197;"2023-12-10 00:00:00";"Standard Class";"Consumer";"United States";"Knoxville";"Tennessee";37918;"South";"Accessories";"TEC-AC-10004568";80;90;4;5;0;1;360;12;10;6;0;5.8888779583328805;10
8198;"2023-08-12 00:00:00";"Standard Class";"Consumer";"United States";"Knoxville";"Tennessee";37918;"South";"Art";"OFF-AR-10001897";60;70;5;4;1;0;350;8;12;5;0;5.860786223465865;10
8199;"2022-09-02 00:00:00";"Standard Class";"Consumer";"United States";"Knoxville";"Tennessee";37918;"South";"Paper";"OFF-PA-10001800";20;20;3;2;1;0;60;9;2;4;0;4.110873864173311;0
8200;"2023-03-11 00:00:00";"Standard Class";"Consumer";"United States";"Chicago";"Illinois";60610;"Central";"Binders";"OFF-BI-10001628";10;10;5;5;1;0;50;3;11;5;0;3.9318256327243257;0
8201;"2023-06-21 00:00:00";"Standard Class";"Consumer";"United States";"Chicago";"Illinois";60610;"Central";"Storage";"OFF-ST-10004123";70;70;1;4;1;0;70;6;21;2;0;4.2626798770413155;0
8202;"2022-10-07 00:00:00";"Same Day";"Corporate";"United States";"New York City";"New York";10024;"East";"Storage";"OFF-ST-10000885";60;70;5;2;1;0;350;10;7;4;0;5.860786223465865;10
8203;"2023-03-09 00:00:00";"Same Day";"Corporate";"United States";"New York City";"New York";10024;"East";"Phones";"TEC-PH-10004165";500;550;2;5;0;1;1100;3;9;3;0;7.00397413672268;50
8204;"2023-02-03 00:00:00";"Same Day";"Corporate";"United States";"New York City";"New York";10024;"East";"Furnishings";"FUR-FU-10002240";10;10;3;4;0;0;30;2;3;4;0;3.4339872044851463;0
8205;"2023-07-21 00:00:00";"Same Day";"Corporate";"United States";"New York City";"New York";10024;"East";"Machines";"TEC-MA-10000045";4270;4640;4;3;0;1;18560;7;21;4;0;9.828817884199099;370
8206;"2022-06-14 00:00:00";"Same Day";"Corporate";"United States";"New York City";"New York";10024;"East";"Chairs";"FUR-CH-10003746";490;580;2;5;0;0;1160;6;14;1;0;7.057036981697891;90
8207;"2023-10-31 00:00:00";"Standard Class";"Consumer";"United States";"Daytona Beach";"Florida";32114;"South";"Tables";"FUR-TA-10000577";150;190;1;2;0;0;190;10;31;1;0;5.25227342804663;40
8208;"2023-08-08 00:00:00";"Standard Class";"Consumer";"United States";"Daytona Beach";"Florida";32114;"South";"Art";"OFF-AR-10004757";0;0;1;5;1;0;0;8;8;1;0;0.0;0
8209;"2023-08-05 00:00:00";"Standard Class";"Consumer";"United States";"Nashville";"Tennessee";37211;"South";"Binders";"OFF-BI-10000545";1110;1370;6;2;1;0;8220;8;5;5;0;9.014447135152134;260
8210;"2022-04-17 00:00:00";"Standard Class";"Consumer";"United States";"Nashville";"Tennessee";37211;"South";"Storage";"OFF-ST-10001522";260;290;4;3;1;0;1160;4;17;6;0;7.057036981697891;30
8211;"2023-07-25 00:00:00";"Standard Class";"Corporate";"United States";"Nashville";"Tennessee";37211;"South";"Appliances";"OFF-AP-10001271";60;80;2;3;1;0;160;7;25;1;0;5.081404364984463;20
8212;"2022-09-29 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75220;"Central";"Furnishings";"FUR-FU-10002030";40;40;5;5;0;0;200;9;29;3;0;5.303304908059076;0
8213;"2022-12-21 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75220;"Central";"Storage";"OFF-ST-10001272";290;310;3;5;1;0;930;12;21;2;0;6.836259277277067;20
8214;"2023-03-29 00:00:00";"Standard Class";"Corporate";"United States";"Murfreesboro";"Tennessee";37130;"South";"Binders";"OFF-BI-10001116";10;10;4;2;1;0;40;3;29;2;0;3.713572066704308;0
8215;"2023-05-13 00:00:00";"Standard Class";"Corporate";"United States";"Murfreesboro";"Tennessee";37130;"South";"Paper";"OFF-PA-10004665";10;10;1;3;1;0;10;5;13;5;0;2.3978952727983707;0
8216;"2023-09-23 00:00:00";"Standard Class";"Corporate";"United States";"Murfreesboro";"Tennessee";37130;"South";"Binders";"OFF-BI-10004506";0;0;1;2;1;0;0;9;23;5;0;0.0;0
8217;"2023-09-05 00:00:00";"Standard Class";"Corporate";"United States";"Murfreesboro";"Tennessee";37130;"South";"Binders";"OFF-BI-10001982";0;0;2;2;1;0;0;9;5;1;0;0.0;0
8218;"2023-09-03 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75217;"Central";"Fasteners";"OFF-FA-10002676";0;0;3;2;1;0;0;9;3;6;0;0.0;0
8219;"2022-01-26 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75217;"Central";"Furnishings";"FUR-FU-10000758";30;30;3;2;0;0;90;1;26;2;0;4.51085950651685;0
8220;"2022-11-21 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75217;"Central";"Labels";"OFF-LA-10002271";0;0;2;2;1;0;0;11;21;0;0;0.0;0
8221;"2023-12-05 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75217;"Central";"Binders";"OFF-BI-10002609";0;0;3;5;1;0;0;12;5;1;0;0.0;0
8222;"2023-07-01 00:00:00";"Standard Class";"Consumer";"United States";"Dallas";"Texas";75217;"Central";"Fasteners";"OFF-FA-10000254";20;20;4;4;1;0;80;7;1;5;0;4.394449154672439;0
8223;"2022-06-15 00:00:00";"Standard Class";"Consumer";"United States";"Arlington";"Texas";76017;"Central";"Storage";"OFF-ST-10000321";10;10;2;5;1;0;20;6;15;2;0;3.044522437723423;0
8224;"2023-07-24 00:00:00";"Standard Class";"Corporate";"United States";"Pasadena";"California";91104;"West";"Paper";"OFF-PA-10000241";170;190;6;3;1;0;1140;7;24;0;0;7.039660349862076;20
8225;"2023-07-31 00:00:00";"Standard Class";"Corporate";"United States";"Pasadena";"California";91104;"West";"Paper";"OFF-PA-10004782";10;10;2;3;1;0;20;7;31;0;0;3.044522437723423;0
8226;"2023-09-18 00:00:00";"Second Class";"Consumer";"United States";"Everett";"Massachusetts";2149;"East";"Paper";"OFF-PA-10004243";150;190;10;4;1;0;1900;9;18;0;0;7.550135342488429;40
8227;"2023-05-26 00:00:00";"Second Class";"Consumer";"United States";"Everett";"Massachusetts";2149;"East";"Paper";"OFF-PA-10001033";40;40;1;2;1;0;40;5;26;4;0;3.713572066704308;0
8228;"2023-01-23 00:00:00";"Second Class";"Home Office";"United States";"Troy";"New York";12180;"East";"Furnishings";"FUR-FU-10000723";70;80;2;4;0;0;160;1;23;0;0;5.081404364984463;10
8229;"2022-10-09 00:00:00";"Second Class";"Home Office";"United States";"Troy";"New York";12180;"East";"Storage";"OFF-ST-10003455";20;30;2;4;1;0;60;10;9;6;0;4.110873864173311;10
8230;"2022-08-31 00:00:00";"Second Class";"Home Office";"United States";"Troy";"New York";12180;"East";"Accessories";"TEC-AC-10001109";80;90;3;2;0;1;270;8;31;2;0;5.602118820879701;10
8231;"2022-03-16 00:00:00";"Second Class";"Consumer";"United States";"Sandy Springs";"Georgia";30328;"South";"Art";"OFF-AR-10004344";40;40;3;3;1;0;120;3;16;2;0;4.795790545596741;0
8232;"2023-08-05 00:00:00";"Second Class";"Consumer";"United States";"Sandy Springs";"Georgia";30328;"South";"Bookcases";"FUR-BO-10004695";1160;1270;7;5;0;0;8890;8;5;5;0;9.09279480812114;110
8233;"2022-03-31 00:00:00";"Standard Class";"Consumer";"United States";"San Jose";"California";95123;"West";"Storage";"OFF-ST-10000675";160;170;5;3;1;0;850;3;31;3;0;6.7464121285733745;10
8234;"2022-07-11 00:00:00";"Standard Class";"Consumer";"United States";"San Jose";"California";95123;"West";"Storage";"OFF-ST-10002301";40;40;2;5;1;0;80;7;11;0;0;4.394449154672439;0
8235;"2022-12-01 00:00:00";"Standard Class";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Supplies";"OFF-SU-10001212";0;0;2;2;1;0;0;12;1;3;0;0.0;0
8236;"2022-07-02 00:00:00";"Standard Class";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Tables";"FUR-TA-10001889";870;930;4;5;0;0;3720;7;2;5;0;8.221747728346623;60
8237;"2022-10-10 00:00:00";"Standard Class";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Chairs";"FUR-CH-10002024";2600;2800;5;2;0;0;14000;10;10;0;0;9.546884034617925;200
8238;"2023-04-20 00:00:00";"Same Day";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Storage";"OFF-ST-10000617";0;0;2;2;1;0;0;4;20;3;0;0.0;0
8239;"2022-07-15 00:00:00";"Same Day";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Paper";"OFF-PA-10000380";10;10;1;5;1;0;10;7;15;4;0;2.3978952727983707;0
8240;"2023-11-17 00:00:00";"Same Day";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Art";"OFF-AR-10003251";0;0;2;3;1;0;0;11;17;4;0;0.0;0
8241;"2023-04-30 00:00:00";"Same Day";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Furnishings";"FUR-FU-10000175";30;40;4;5;0;0;160;4;30;6;0;5.081404364984463;10
8242;"2023-05-04 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Binders";"OFF-BI-10004716";20;20;2;5;1;0;40;5;4;3;0;3.713572066704308;0
8243;"2023-10-04 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Accessories";"TEC-AC-10002842";310;360;3;5;0;1;1080;10;4;2;0;6.985641817639208;50
8244;"2022-10-14 00:00:00";"Standard Class";"Consumer";"United States";"San Francisco";"California";94122;"West";"Phones";"TEC-PH-10003691";760;810;8;2;0;1;6480;10;14;4;0;8.776630098427717;50
8245;"2022-06-28 00:00:00";"Standard Class";"Consumer";"United States";"San Francisco";"California";94122;"West";"Furnishings";"FUR-FU-10002878";80;90;3;3;0;0;270;6;28;1;0;5.602118820879701;10
8246;"2023-04-30 00:00:00";"Standard Class";"Corporate";"United States";"Columbus";"Georgia";31907;"South";"Storage";"OFF-ST-10000991";300;340;3;3;1;0;1020;4;30;6;0;6.928537818164665;40
8247;"2022-07-14 00:00:00";"Same Day";"Home Office";"United States";"Aurora";"Illinois";60505;"Central";"Appliances";"OFF-AP-10002439";70;70;5;4;1;0;350;7;14;3;0;5.860786223465865;0
8248;"2023-05-07 00:00:00";"Same Day";"Home Office";"United States";"Aurora";"Illinois";60505;"Central";"Art";"OFF-AR-10004602";40;40;2;2;1;0;80;5;7;6;0;4.394449154672439;0
8249;"2023-12-30 00:00:00";"Second Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19134;"East";"Phones";"TEC-PH-10001795";610;740;2;5;0;1;1480;12;30;5;0;7.300472814267799;130
8250;"2022-04-16 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60653;"Central";"Binders";"OFF-BI-10002854";10;10;2;4;1;0;20;4;16;5;0;3.044522437723423;0
8251;"2022-01-21 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60653;"Central";"Furnishings";"FUR-FU-10000023";0;0;2;2;0;0;0;1;21;4;0;0.0;0
8252;"2022-02-17 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60653;"Central";"Appliances";"OFF-AP-10000828";150;180;5;2;1;0;900;2;17;3;0;6.803505257608338;30
8253;"2023-07-09 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60653;"Central";"Storage";"OFF-ST-10000777";50;60;2;2;1;0;120;7;9;6;0;4.795790545596741;10
8254;"2022-10-25 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Copiers";"TEC-CO-10000971";280;300;1;5;0;1;300;10;25;1;0;5.707110264748875;20
8255;"2022-06-16 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Paper";"OFF-PA-10003134";180;190;4;5;1;0;760;6;16;3;0;6.634633357861686;10
8256;"2023-02-27 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Phones";"TEC-PH-10002538";190;240;8;4;0;1;1920;2;27;0;0;7.560601162768557;50
8257;"2022-08-31 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Storage";"OFF-ST-10001228";50;50;3;4;1;0;150;8;31;2;0;5.017279836814924;0
8258;"2022-08-22 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Accessories";"TEC-AC-10000397";160;170;5;5;0;1;850;8;22;0;0;6.7464121285733745;10
8259;"2022-05-02 00:00:00";"Standard Class";"Consumer";"United States";"Seattle";"Washington";98103;"West";"Binders";"OFF-BI-10004308";90;100;6;3;1;0;600;5;2;0;0;6.398594934535208;10
8260;"2022-10-18 00:00:00";"Same Day";"Home Office";"United States";"Roseville";"Michigan";48066;"Central";"Paper";"OFF-PA-10000357";300;370;9;3;1;0;3330;10;18;1;0;8.11102783819368;70
8261;"2022-02-09 00:00:00";"Same Day";"Home Office";"United States";"Roseville";"Michigan";48066;"Central";"Binders";"OFF-BI-10000773";10;10;1;3;1;0;10;2;9;2;0;2.3978952727983707;0
8262;"2022-09-25 00:00:00";"Same Day";"Home Office";"United States";"Roseville";"Michigan";48066;"Central";"Storage";"OFF-ST-10001837";160;170;4;2;1;0;680;9;25;6;0;6.523562306149512;10
8263;"2023-12-10 00:00:00";"Standard Class";"Home Office";"United States";"Fayetteville";"Arkansas";72701;"South";"Paper";"OFF-PA-10002552";20;20;3;3;1;0;60;12;10;6;0;4.110873864173311;0
8264;"2023-02-17 00:00:00";"Standard Class";"Consumer";"United States";"Jacksonville";"North Carolina";28540;"South";"Binders";"OFF-BI-10000014";10;10;4;4;1;0;40;2;17;4;0;3.713572066704308;0
8265;"2023-04-09 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10035;"East";"Appliances";"OFF-AP-10004136";110;120;3;2;1;0;360;4;9;6;0;5.8888779583328805;10
8266;"2023-10-12 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10035;"East";"Binders";"OFF-BI-10003429";40;40;7;5;1;0;280;10;12;3;0;5.638354669333745;0
8267;"2023-10-10 00:00:00";"Standard Class";"Consumer";"United States";"Dover";"Delaware";19901;"East";"Phones";"TEC-PH-10000376";20;20;2;4;0;1;40;10;10;1;0;3.713572066704308;0
8268;"2023-05-05 00:00:00";"Standard Class";"Consumer";"United States";"Aurora";"Illinois";60505;"Central";"Tables";"FUR-TA-10003469";70;70;1;3;0;0;70;5;5;4;0;4.2626798770413155;0
8269;"2023-05-05 00:00:00";"Standard Class";"Consumer";"United States";"Aurora";"Illinois";60505;"Central";"Supplies";"OFF-SU-10004231";30;30;4;3;1;0;120;5;5;4;0;4.795790545596741;0
8270;"2022-08-22 00:00:00";"Standard Class";"Consumer";"United States";"Aurora";"Illinois";60505;"Central";"Phones";"TEC-PH-10002584";1880;2000;4;4;0;1;8000;8;22;0;0;8.987321812850125;120
8271;"2022-06-19 00:00:00";"Standard Class";"Consumer";"United States";"Aurora";"Illinois";60505;"Central";"Art";"OFF-AR-10003602";10;10;2;5;1;0;20;6;19;6;0;3.044522437723423;0
